bucket,createdAt,key,metaData.owner,metaData.size,mime_type,name,objectId,provider,updatedAt,url
lc-gluttony,2021-09-28T15:17:52.373Z,6wvnoH5leFq2/6EgI5Fe5FsTqqjDHBF5bz5izaXpx9zWt/Fire - Gavin DeGraw.flac,unknown,28257087,audio/x-flac,Fire - Gavin DeGraw.flac,615332205e0db15b17f21ab1,s3,2021-09-28T15:17:52.373Z,https://lc-gluttony.s3.amazonaws.com/6wvnoH5leFq2/6EgI5Fe5FsTqqjDHBF5bz5izaXpx9zWt/Fire%20-%20Gavin%20DeGraw.flac
lc-gluttony,2021-10-25T10:58:18.662Z,6wvnoH5leFq2/oyQfsaRvQfqvxTIfOx7hkpse4XEzMzNR/Dream (梦) - Rabpit.flac,unknown,25858748,audio/x-flac,Dream (梦) - Rabpit.flac,61768dca49cd7e59a0319c52,s3,2021-10-25T10:58:18.662Z,https://lc-gluttony.s3.amazonaws.com/6wvnoH5leFq2/oyQfsaRvQfqvxTIfOx7hkpse4XEzMzNR/Dream%20%28%E6%A2%A6%29%20-%20Rabpit.flac
lc-gluttony,2021-09-27T14:19:31.838Z,6wvnoH5leFq2/ywSMwP8tne0wbIYxYToCs7pjWhQmaAeb/青花瓷.mp3,unknown,5743779,audio/mpeg,青花瓷.mp3,6151d2f36b4e797ba255f073,s3,2021-09-27T14:19:31.838Z,https://lc-gluttony.s3.amazonaws.com/6wvnoH5leFq2/ywSMwP8tne0wbIYxYToCs7pjWhQmaAeb/%E9%9D%92%E8%8A%B1%E7%93%B7.mp3
lc-gluttony,2021-09-28T04:48:48.125Z,6wvnoH5leFq2/4af3dfc249156d76c921.flac/Unity - TheFatRat.flac,unknown,30766218,audio/x-flac,Unity - TheFatRat.flac,61529eb05e0db15b17f0fe75,s3,2021-09-28T04:48:48.125Z,https://lc-gluttony.s3.amazonaws.com/6wvnoH5leFq2/4af3dfc249156d76c921.flac/Unity%20-%20TheFatRat.flac
lc-gluttony,2021-09-27T14:19:34.427Z,6wvnoH5leFq2/XKkNw0LeIVEo4hlALqs0mxmhVg0hX063/夏天的风.mp3,unknown,3833419,audio/mpeg,夏天的风.mp3,6151d2f65e0db15b17f0bf42,s3,2021-09-27T14:19:34.427Z,https://lc-gluttony.s3.amazonaws.com/6wvnoH5leFq2/XKkNw0LeIVEo4hlALqs0mxmhVg0hX063/%E5%A4%8F%E5%A4%A9%E7%9A%84%E9%A3%8E.mp3
lc-gluttony,2022-04-23T11:39:26.573Z,6wvnoH5leFq2/1Vl6TLQCsA7Um9G0gTyxtJnCUouwLNLD/江南 - 林俊杰.flac,unknown,31455613,audio/x-flac,江南 - 林俊杰.flac,6263e56e1cd0cc5a32452940,s3,2022-04-23T11:39:26.573Z,https://lc-gluttony.s3.amazonaws.com/6wvnoH5leFq2/1Vl6TLQCsA7Um9G0gTyxtJnCUouwLNLD/%E6%B1%9F%E5%8D%97%20-%20%E6%9E%97%E4%BF%8A%E6%9D%B0.flac
lc-gluttony,2022-04-23T11:39:52.655Z,6wvnoH5leFq2/79DS6kCmv9M66w25eeJPgdQGwQ876E3g/爱情转移 - 陈奕迅.flac,unknown,27747052,audio/x-flac,爱情转移 - 陈奕迅.flac,6263e5888c99e04b3ae1afff,s3,2022-04-23T11:39:52.655Z,https://lc-gluttony.s3.amazonaws.com/6wvnoH5leFq2/79DS6kCmv9M66w25eeJPgdQGwQ876E3g/%E7%88%B1%E6%83%85%E8%BD%AC%E7%A7%BB%20-%20%E9%99%88%E5%A5%95%E8%BF%85.flac
lc-gluttony,2022-04-23T11:40:13.606Z,6wvnoH5leFq2/CfdDPngEfc13hAk3xF0c2PKGqmmtbGif/十年.mp3,unknown,4857856,audio/mpeg,十年.mp3,6263e59d8c99e04b3ae1b004,s3,2022-04-23T11:40:13.606Z,https://lc-gluttony.s3.amazonaws.com/6wvnoH5leFq2/CfdDPngEfc13hAk3xF0c2PKGqmmtbGif/%E5%8D%81%E5%B9%B4.mp3
lc-gluttony,2022-04-23T11:40:44.168Z,6wvnoH5leFq2/uxM5hvoz5O0g4UvtjJAKtFnUWmWKS3bq/遇见 - 孙燕姿.flac,unknown,20324172,audio/x-flac,遇见 - 孙燕姿.flac,6263e5bc1cd0cc5a32452992,s3,2022-04-23T11:40:44.168Z,https://lc-gluttony.s3.amazonaws.com/6wvnoH5leFq2/uxM5hvoz5O0g4UvtjJAKtFnUWmWKS3bq/%E9%81%87%E8%A7%81%20-%20%E5%AD%99%E7%87%95%E5%A7%BF.flac
lc-gluttony,2022-04-23T11:41:24.166Z,6wvnoH5leFq2/MPKQvi59NT95nOnY4Hpc7E5iJD85jP4W/倔强 - 五月天.flac,unknown,33160403,audio/x-flac,倔强 - 五月天.flac,6263e5e41cd0cc5a324529a4,s3,2022-04-23T11:41:24.166Z,https://lc-gluttony.s3.amazonaws.com/6wvnoH5leFq2/MPKQvi59NT95nOnY4Hpc7E5iJD85jP4W/%E5%80%94%E5%BC%BA%20-%20%E4%BA%94%E6%9C%88%E5%A4%A9.flac
lc-gluttony,2022-04-23T11:42:01.475Z,6wvnoH5leFq2/UpYMNM3DivucFMxWeWXXVLqIFYHPBRBg/銀の龍の背に乗って (骑在银龙的背上) - 中岛美雪.flac,unknown,43871980,audio/x-flac,銀の龍の背に乗って (骑在银龙的背上) - 中岛美雪.flac,6263e6098c99e04b3ae1b064,s3,2022-04-23T11:42:01.475Z,https://lc-gluttony.s3.amazonaws.com/6wvnoH5leFq2/UpYMNM3DivucFMxWeWXXVLqIFYHPBRBg/%E9%8A%80%E3%81%AE%E9%BE%8D%E3%81%AE%E8%83%8C%E3%81%AB%E4%B9%97%E3%81%A3%E3%81%A6%20%28%E9%AA%91%E5%9C%A8%E9%93%B6%E9%BE%99%E7%9A%84%E8%83%8C%E4%B8%8A%29%20-%20%E4%B8%AD%E5%B2%9B%E7%BE%8E%E9%9B%AA.flac
lc-gluttony,2022-04-23T11:43:01.761Z,6wvnoH5leFq2/jpOuqO2vBvqXNgzAuJvuTc12y9BuL4jr/月牙湾 - F.I.R.飞儿乐团.flac,unknown,39434714,audio/x-flac,月牙湾 - F.I.R.飞儿乐团.flac,6263e6451cd0cc5a324529d5,s3,2022-04-23T11:43:01.761Z,https://lc-gluttony.s3.amazonaws.com/6wvnoH5leFq2/jpOuqO2vBvqXNgzAuJvuTc12y9BuL4jr/%E6%9C%88%E7%89%99%E6%B9%BE%20-%20F.I.R.%E9%A3%9E%E5%84%BF%E4%B9%90%E5%9B%A2.flac
